filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
17353_20131216.jpg,1065164,{},2,0,"{""name"":""rect"",""x"":653,""y"":393,""width"":103,""height"":95}",{}
17353_20131216.jpg,1065164,{},2,1,"{""name"":""rect"",""x"":653,""y"":393,""width"":103,""height"":95}",{}
17353_20140120.jpg,1297248,{},1,0,"{""name"":""rect"",""x"":653,""y"":393,""width"":103,""height"":95}",{}
17353_20160116.jpg,997992,{},1,0,"{""name"":""rect"",""x"":654,""y"":397,""width"":103,""height"":95}",{}
17353_20160727.jpg,942515,{},1,0,"{""name"":""rect"",""x"":653,""y"":397,""width"":103,""height"":95}",{}
17353_20160923.jpg,976461,{},1,0,"{""name"":""rect"",""x"":653,""y"":393,""width"":103,""height"":95}",{}
17353_20170208.jpg,1036871,{},1,0,"{""name"":""rect"",""x"":653,""y"":393,""width"":103,""height"":95}",{}
17364_20140412.jpg,1204939,{},1,0,"{""name"":""rect"",""x"":562,""y"":612,""width"":99,""height"":80}",{}
17364_20150614.jpg,967166,{},1,0,"{""name"":""rect"",""x"":562,""y"":612,""width"":99,""height"":80}",{}
17364_20160701.jpg,1173289,{},1,0,"{""name"":""rect"",""x"":562,""y"":612,""width"":99,""height"":80}",{}
17364_20170401.jpg,1199579,{},1,0,"{""name"":""rect"",""x"":562,""y"":612,""width"":99,""height"":80}",{}
17439_20130718.jpg,1164495,{},1,0,"{""name"":""rect"",""x"":660,""y"":479,""width"":90,""height"":90}",{}
17439_20160728.jpg,1134864,{},1,0,"{""name"":""rect"",""x"":660,""y"":474,""width"":97,""height"":97}",{}
17439_20160812.jpg,1001072,{},1,0,"{""name"":""rect"",""x"":670,""y"":490,""width"":85,""height"":85}",{}
17439_20170605.jpg,1071609,{},1,0,"{""name"":""rect"",""x"":666,""y"":490,""width"":85,""height"":85}",{}
17439_20170704.jpg,1003538,{},1,0,"{""name"":""rect"",""x"":673,""y"":492,""width"":79,""height"":79}",{}
17439_20170705.jpg,1051801,{},1,0,"{""name"":""rect"",""x"":670,""y"":488,""width"":85,""height"":85}",{}
17439_20180504.jpg,983924,{},1,0,"{""name"":""rect"",""x"":678,""y"":489,""width"":82,""height"":82}",{}
17471_20160211.jpg,908418,{},1,0,"{""name"":""rect"",""x"":846,""y"":436,""width"":80,""height"":85}",{}
17471_20160411.jpg,881333,{},1,0,"{""name"":""rect"",""x"":846,""y"":436,""width"":80,""height"":85}",{}
17471_20160414.jpg,982048,{},1,0,"{""name"":""rect"",""x"":836,""y"":438,""width"":80,""height"":85}",{}
17471_20160812.jpg,998855,{},1,0,"{""name"":""rect"",""x"":836,""y"":442,""width"":80,""height"":85}",{}
17471_20160816.jpg,913044,{},1,0,"{""name"":""rect"",""x"":824,""y"":438,""width"":80,""height"":85}",{}
17471_20160826.jpg,1189293,{},1,0,"{""name"":""rect"",""x"":841,""y"":436,""width"":80,""height"":85}",{}
17471_20161107.jpg,907609,{},1,0,"{""name"":""rect"",""x"":841,""y"":436,""width"":80,""height"":85}",{}
17471_20170218.jpg,1015007,{},1,0,"{""name"":""rect"",""x"":841,""y"":436,""width"":80,""height"":85}",{}
17471_20170621.jpg,1015007,{},1,0,"{""name"":""rect"",""x"":846,""y"":436,""width"":80,""height"":85}",{}
17471_20170623.jpg,1040537,{},1,0,"{""name"":""rect"",""x"":846,""y"":436,""width"":80,""height"":85}",{}
17471_20170705.jpg,1187842,{},1,0,"{""name"":""rect"",""x"":846,""y"":436,""width"":80,""height"":85}",{}
17471_20170824.jpg,1012582,{},1,0,"{""name"":""rect"",""x"":842,""y"":436,""width"":80,""height"":85}",{}
17471_20171113.jpg,1040039,{},1,0,"{""name"":""rect"",""x"":841,""y"":436,""width"":80,""height"":85}",{}
17483_20150408.jpg,849325,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20150524.jpg,827183,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20150612.jpg,826252,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20150802.jpg,957232,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20150813.jpg,873178,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20160328.jpg,571335,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20160424.jpg,833734,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20160705.jpg,953914,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20160816.jpg,885072,{},1,0,"{""name"":""rect"",""x"":653,""y"":315,""width"":95,""height"":129}",{}
17483_20160928.jpg,892634,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20170616.jpg,778750,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20170629.jpg,745786,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20170825.jpg,1028948,{},1,0,"{""name"":""rect"",""x"":654,""y"":315,""width"":95,""height"":129}",{}
17483_20170913.jpg,963081,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20180417.jpg,1071884,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20180429.jpg,1064268,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17483_20180504.jpg,980292,{},1,0,"{""name"":""rect"",""x"":661,""y"":315,""width"":95,""height"":129}",{}
17566_20151112.jpg,734800,{},1,0,"{""name"":""rect"",""x"":583,""y"":455,""width"":82,""height"":91}",{}
17575_20140215.jpg,1050290,{},0,0,{},{}
17575_20160804.jpg,1148415,{},0,0,{},{}
17575_20160810.jpg,1212674,{},0,0,{},{}
17575_20161028.jpg,1172247,{},0,0,{},{}
17575_20161102.jpg,1142956,{},0,0,{},{}
17579_20160516.jpg,1168155,{},1,0,"{""name"":""rect"",""x"":652,""y"":399,""width"":99,""height"":69}",{}
17579_20160706.jpg,1153045,{},1,0,"{""name"":""rect"",""x"":652,""y"":399,""width"":99,""height"":69}",{}
17579_20170726.jpg,545000,{},1,0,"{""name"":""rect"",""x"":652,""y"":399,""width"":99,""height"":69}",{}
17579_20180713.jpg,1170225,{},1,0,"{""name"":""rect"",""x"":652,""y"":399,""width"":99,""height"":69}",{}
17585_20140403.jpg,1013496,{},1,0,"{""name"":""rect"",""x"":920,""y"":70,""width"":112,""height"":111}",{}
17585_20160625.jpg,1207386,{},1,0,"{""name"":""rect"",""x"":920,""y"":70,""width"":112,""height"":111}",{}
17585_20160626.jpg,1239359,{},1,0,"{""name"":""rect"",""x"":920,""y"":70,""width"":112,""height"":111}",{}
