,file,conf,x,y,xmin,ymin,xmax,ymax,width,height
0,11926_20161008.jpg,0,0,0,0,0,0,0,0,0
1,11926_20170331.jpg,0,0,0,0,0,0,0,0,0
2,11946_20140215.jpg,0.5976665019989014,747.607421875,422.4101867675781,670.337043762207,339.74805450439453,824.877799987793,505.0723190307617,154.54075622558594,165.3242645263672
3,12645_20160829.jpg,0,0,0,0,0,0,0,0,0
4,12650_20120928.jpg,0,0,0,0,0,0,0,0,0
5,12753_20130505.jpg,0.9484962821006775,789.3989868164062,455.202880859375,721.2628936767578,416.27587509155273,857.5350799560547,494.12988662719727,136.27218627929688,77.85401153564453
6,12753_20150725.jpg,0.9623392820358276,786.321044921875,455.01068115234375,723.8684387207031,422.9138870239258,848.7736511230469,487.1074752807617,124.90521240234375,64.19358825683594
7,12753_20170712.jpg,0.763759195804596,784.26171875,455.2740478515625,722.0803604125977,415.14517974853516,846.4430770874023,495.40291595458984,124.36271667480469,80.25773620605469
8,12753_20171004.jpg,0.6675004959106445,787.1499633789062,459.4648742675781,716.7383804321289,427.3196792602539,857.5615463256836,491.61006927490234,140.8231658935547,64.29039001464844
9,12928_20180214.jpg,0.5683595538139343,470.6268615722656,317.3172302246094,425.52965545654297,270.86476135253906,515.7240676879883,363.7696990966797,90.19441223144531,92.90493774414062
10,13078_20130422.jpg,0.8280103206634521,226.6038360595703,488.70458984375,188.11811065673828,435.7808380126953,265.08956146240234,541.6283416748047,76.97145080566406,105.84750366210938
11,13078_20140404.jpg,0.8487080335617065,227.96080017089844,486.858154296875,199.47027587890625,424.84677505493164,256.4513244628906,548.8695335388184,56.981048583984375,124.02275848388672
12,13078_20160730.jpg,0.5159748196601868,226.82997131347656,487.5014343261719,200.06978797912598,443.2666702270508,253.59015464782715,531.736198425293,53.52036666870117,88.46952819824219
13,13110_20160709.jpg,0,0,0,0,0,0,0,0,0
14,13202_20130928.jpg,0.7675601840019226,703.8080444335938,657.0344848632812,658.2631072998047,609.8579025268555,749.3529815673828,704.211067199707,91.08987426757812,94.35316467285156
15,13202_20170525.jpg,0.5686579942703247,703.2394409179688,634.8014526367188,649.3278427124023,598.2138214111328,757.1510391235352,671.3890838623047,107.82319641113281,73.17526245117188
16,13283_20150624.jpg,0,0,0,0,0,0,0,0,0
17,13283_20170605.jpg,0.8350510001182556,914.6603393554688,219.87298583984375,860.031982421875,177.4659652709961,969.2886962890625,262.2800064086914,109.2567138671875,84.81404113769531
18,13337_20130703.jpg,0.6336134672164917,789.74755859375,196.9373321533203,722.8061218261719,169.15867042541504,856.6889953613281,224.7159938812256,133.88287353515625,55.55732345581055
19,13337_20150608.jpg,0.682124674320221,786.1439208984375,191.7940216064453,735.0643692016602,154.68815994262695,837.2234725952148,228.89988327026367,102.15910339355469,74.21172332763672
20,13337_20160703.jpg,0,0,0,0,0,0,0,0,0
21,13337_20170412.jpg,0.756245493888855,786.0947875976562,197.39227294921875,729.0256614685059,157.15454483032227,843.1639137268066,237.63000106811523,114.13825225830078,80.47545623779297
22,13337_20170602.jpg,0.6749792098999023,784.591796875,199.02642822265625,727.7209205627441,160.40899276733398,841.4626731872559,237.64386367797852,113.74175262451172,77.23487091064453
23,13337_20170720.jpg,0.535855770111084,787.9107055664062,199.38909912109375,737.5620727539062,159.45426177978516,838.2593383789062,239.32393646240234,100.697265625,79.86967468261719
24,13381_20161001.jpg,0,0,0,0,0,0,0,0,0
25,13448_20140820.jpg,0,0,0,0,0,0,0,0,0
26,13471_20130803.jpg,0,0,0,0,0,0,0,0,0
27,13471_20160620.jpg,0.6645891666412354,614.9091796875,693.7814331054688,559.3891334533691,654.5388603210449,670.4292259216309,733.0240058898926,111.04009246826172,78.48514556884766
28,13636_20151112.jpg,0,0,0,0,0,0,0,0,0
29,13690_20160919.jpg,0.8003054261207581,773.0489501953125,469.10882568359375,745.01930809021,414.7030334472656,801.078592300415,523.5146179199219,56.05928421020508,108.81158447265625
30,1382_20110817.jpg,0.5495054721832275,763.1760864257812,404.0465087890625,732.4935264587402,339.6673049926758,793.8586463928223,468.4257125854492,61.36511993408203,128.75840759277344
31,1382_20160731.jpg,0,0,0,0,0,0,0,0,0
